author,key
Lars Söderlund 0002,conf/vldb/HultenS77|conf/vldb/Soderlund81|journals/tois/AhlsenBBHS84
Lashon B. Booker,journals/ai/BookerGH89
Laszlo A. Belady,journals/ibmsj/Belay66
Latha S. Colby,conf/icde/ColbyCHJJMSW98|conf/sigmod/ColbyGLMT96|conf/sigmod/ColbyKLMR97|conf/sigmod/Colby89|conf/pods/ColbyRSG94|conf/pdis/ColbyMW94|conf/icdt/ColbyL97|journals/is/Colby90|conf/views/ColbyG96|conf/views/ColbyM96
Laura A. Sanchis,journals/tc/Sanchis89
Laura Arbilla,conf/lfp/BoveA92
Laura Bartolo,conf/ibm/AntonacciBDS79
Laura Bright,conf/coopis/GruserRVB98
Laura De Young,conf/echt/Young90|conf/ht/Young89
Laura E. Dusterhoft,conf/dolap/EwenMDLSG98
Laura K. Dillon,conf/cikm/DolinAAD97
Laura M. Haas,journals/debu/HaasKWY96|journals/debu/CareyHKR98|journals/debu/HaasMNRSW99|journals/sigmod/SnodgrassHMOPRRWY98|journals/dr/Haas99a|journals/dr/Haas00|journals/dr/Haas99|journals/dr/Haas00a|journals/tkde/HaasCLMWLLPCS90|journals/vldb/HaasCLS97|conf/sigmod/HaasFLP89|conf/sigmod/RothAHCCFSTW96|conf/sigmod/CareyHL93|conf/sigmod/LindsayHM86|conf/edbt/BertinoH88|conf/vldb/RothOH99|conf/vldb/BertinoHL83|conf/vldb/LohmanDHKS84|conf/vldb/HaasKWY97|conf/vldb/HaasKU99|conf/vldb/CareyHMW96|conf/vldb/MillerHH00|journals/debu/HaasSBDLLMMNWY82|journals/tocs/LindsayHMWY84|journals/tocs/ChandyMH83|journals/sigmod/CareyH90|journals/tois/TomasicGLSH97|journals/dpd/PapakonstantinouGH98|conf/ddb/DanielsSHLMWW82|conf/vdb/CodyHNACFFLPSTRWW95|conf/sosp/LindsayHMWY83|conf/ibm/LindsayH90|conf/pdis/PapakonstantinouGH96|conf/ssd/HaasC91|conf/ride/CareyHSACFFLNPTWW95|conf/jcdkb/WilliamsDHLLNOSWWY82|conf/jcdkb/WilmsSSH88
Laura Mota-Herranz,conf/icde/CelmaGMD94|conf/dexa/CelmaM92|conf/daisd/CelmaCMPM91
Laura Tarantino,journals/debu/DAtriT89|conf/caise/AhlsenDJLLRRSTBCSVVV91|conf/eds/MotroDT88|conf/vl/StaesTT91
Laura Teodosio,conf/mm/TeodosioB93
Laura Yedwab,journals/debu/ONeilAVVY94|conf/vldb/GoldhirschY84
Laurance J. Milask,conf/ssdbm/MilaskGHKM97
Laure Vieu,conf/ijcai/AsherV95|conf/cosit/Vieu93
Lauren A. Mayes,journals/software/BurtonABKM87
Laurence Cholvy,conf/icdt/Cholvy86|conf/eds/CholvyD86|conf/ds/Cholvy86|conf/dbsec/CholvyC94
Laurence J. Laning,journals/tc/LaningL83
Laurence Mosseri,conf/ecoop/ShapiroGM89
Laurence S. Kaplan,conf/sosp/LaRoweEK91
Laurent Amsaleg,journals/debu/AmsalegBFTU97|conf/sigmod/UrhanFA98|conf/vldb/AmsalegFG95|journals/dpd/AmsalegFT98|conf/pdis/AmsalegFTU96|conf/oodbs/GruberA92
Laurent Biusson,conf/ssd/Biusson89
Laurent Daynès,conf/icde/DaynesGV95|journals/sigmod/AtkinsonDJPS96|conf/pos/DaynesG94|conf/pos/AtkinsonJDS96
Laurent George 0001,conf/icdcs/GeorgeM97
Laurent Herr,conf/pods/AbiteboulHB96|journals/jcss/AbiteboulHB99|conf/tdb/AbiteboulHB95
Laurent Hyafil,journals/ipl/HyafilR76|conf/ifip/HyafilPV74
Laurent Mauborgne,conf/pldi/BlanchetCCFMMMR03
Laurent Mignet,conf/vldb/AbiteboulAAACHHMMMMSTV99|conf/vldb/AbiteboulACEMM99
Laurent Némirovski,conf/icdt/GardyN99
Laurent Perron,conf/dbpl/CaseauP91
Laurent Raynal,conf/ssd/DavidRSM93
Laurent Siklóssy,conf/aaai/SiklossyL82
Laurent Vieille,conf/vldb/Vieille98|journals/tcs/Vieille89|conf/deductive/FriesenGLV93|conf/iclp/Vieille87|conf/sigmod/Vieille93|conf/eds/Vieille88|conf/eds/Vieille86|conf/dood/LefebvreV89
Lauri Hella,journals/iandc/Hella96|conf/lics/HellaLNW99|conf/lics/Hella92|conf/lics/HellaKL94
Lauri Malmi,conf/pods/MalmiS99
Laurie Rattner,journals/tse/HsuBRY91
Laveen N. Kanal,journals/ai/NauKK84
Lawrence A. Bjork Jr.,journals/ibmsj/Bjork75
Lawrence A. Rowe,journals/tkde/StonebrakerRH90|conf/icde/BellR92|conf/sigmod/StonebrakerR86|conf/sigmod/RoweS82|conf/sigmod/RoweS79|conf/sigmod/WangR91|conf/vldb/StonebrakerR77|conf/vldb/StonebrakerR84|conf/vldb/Rowe85|conf/vldb/RoweS87|journals/sigmod/Rowe92|journals/sigmod/BernsteinDDGGJLLMNRRSSSS89|journals/sigmod/RoweS81|journals/sigmod/StonebrakerRLGCBBB90|journals/computer/GemmellVKRR95|journals/tse/RoweS83|journals/spe/RoweDMMST87|journals/spe/RoweDC89|conf/spieSR/RoweBE94|conf/spieSR/FederighiR94|conf/spieSR/BoreczkyR96|conf/berkeley/RoweB79|conf/sigmod/StonebrakerRLGCB90|conf/sigmod/Rowe80|conf/ds/StonebrakerRLGCBBB90|conf/nossdav/RoweS92|conf/oodbs/Rowe86
Lawrence B. Holder,journals/tkde/HolderC93|journals/tkde/DjokoCH97|journals/jiis/CookHD95|journals/jair/CookH94
Lawrence Birnbaum,journals/ai/StefikABBBHS82
Lawrence C. Paulson,journals/jar/Paulson89
Lawrence Cavedon,journals/jlp/CavedonL89|conf/iclp/Cavedon89|conf/csl/DeckerC89
Lawrence Chung,conf/sigmod/NixonCLBMS87|conf/edbt/ChungRNM88|journals/tse/MylopoulosCN92|journals/is/ChungKMMMV91|conf/caise/VassiliouMKCMM90|conf/caise/Chung91|conf/caise/Chung93|conf/db-workshops/NixonCLBMS85
Lawrence D. Bergman,conf/sigmod/ChangBCLLS00
Lawrence D. Rogers,journals/acta/GonnetRG80
Lawrence D. Ryan,journals/cacm/HarneyKLRS91
Lawrence E. Flynn,journals/cacm/HummelSF92
Lawrence Flon,journals/cacm/HabermannFC76
Lawrence H. Landweber,journals/tcs/JonesLL77
Lawrence Hunter,conf/aaai/HarrisHS92
Lawrence J. Henschen,journals/tkde/YounKHH92|journals/tkde/LeeH95|journals/tkde/KuKH94|conf/icde/LeeHQ91|conf/icde/SungH95|conf/sigmod/YounHH88|conf/sigmod/HanH87|conf/dasfaa/LeeH91|conf/dasfaa/ChoiH93|journals/ipl/LeeH93|journals/ipl/LuH92|journals/jacm/McCuneH89|journals/jacm/HenschenN84|journals/tse/QadahHK91|journals/apin/TorosluQH94|journals/jar/YahyaH85|conf/parbase/ChangH90|conf/aaai/NaqviH80|conf/cade/CostaHLS90|conf/cade/LeeH90|conf/cade/ChiH88|conf/fgcs/WuH88|conf/adbt/HenschenMN82|conf/ijcai/NaqviH83|conf/jcdkb/YounHH88|conf/dood/HanH89
Lawrence K. Saul,journals/jair/SaulJJ96
Lawrence M. Fagan,journals/cacm/TuKMFSF89|journals/ijmms/MusenFCS87
Lawrence Markosian,journals/cacm/MarkosianNBBK94
Lawrence McNamee,journals/tkde/ChenM89|conf/icde/ChenMM90|conf/icde/ChenM89|conf/ssdbm/ChenMM88
Lawrence O'Gorman,journals/jasis/HoffmanOSAM93|journals/computer/StoryOFSJ92|journals/computer/JagadishO89
Lawrence Page,journals/debu/BrinMPW98|journals/cn/ChoGP98|journals/cn/BrinP98
Lawrence R. Rogers,conf/sigmetrics/Garcia-MolinaPR87
Lawrence Robinson,journals/cacm/RobinsonL77
Lawrence S. Lefkowitz,journals/tois/CroftL84|journals/ijmms/LefkowitzL88
Lawrence S. Moss,conf/csl/GurevichM89
Lawrence Snyder,journals/tods/RosenbergS81|conf/sigmod/RosenbergS79|journals/tc/Snyder81|journals/jcss/Snyder81|journals/jacm/LiptonS77|journals/mst/RosenbergS78|journals/siamcomp/MillerPRS79|journals/siamcomp/RosenbergS78|conf/focs/Snyder77|conf/focs/JonesLS76
Lawrence T. Kou,journals/siamcomp/Kou77
Lawrence V. Saxton,journals/tkde/SaxtonR90|conf/icde/SarathySG93|conf/er/GuanLS98|conf/pods/ColbyRSG94|conf/icdt/LiS88|journals/sigmod/ParedaensBAGGTGSS92|journals/jcss/FischerSTG85|journals/tse/IpSR83
Lawrence W. Dowdy,journals/csur/DowdyF82|conf/berkeley/FosterDA81|conf/sigmetrics/RostiSWAD93
Lawrence W. McVoy,journals/tse/AgrawalCM87
Lawrence W. Wright,journals/jasis/WrightNAR99
Lawrence W. Zurawski,conf/oopsla/JohnsonGZ88
Lawrence Yapp,conf/dl/YappYZ97|conf/icmcs/YappZ97
Laxmi N. Bhuyan,journals/computer/BhuyanYA89|journals/tc/YangBL89
Laxmikant V. Kalé,journals/ipl/Kale90|conf/iclp/Kale87|conf/iclp/KaleW84
Le Gruenwald,journals/sigmod/GruenwaldBDGSSV99|journals/tkde/GruenwaldCH98|conf/sigmod/GruenwaldE91|journals/isci/DarmontG96|journals/joop/JunG98|journals/sigmod/GruenwaldL93|journals/is/ChenG96|journals/sigkdd/GoebelG99|conf/cikm/DirckzeG98|conf/dexa/GayG97|conf/rtdb/GruenwaldC97|conf/rtdb/HuangG96
Le Huu Nguyen,journals/tc/SuNEL79
LeAnn Neal,conf/compcon/GibsonSCCDGHMNPSYZ95
LeRoy A. Franklin,journals/ipl/DriscollLF87
Leah J. Siegel,journals/tc/SiegelSKMSS81|journals/tse/SiegelSS82
Leana Golubchik,journals/debu/GolubchikM94|journals/debu/GolubchikLM95|journals/vldb/LawLG99|conf/icde/LeungLG97|conf/sigmod/BersonGM95|journals/mms/LauLG98|journals/mms/GolubchikLM96|conf/sigmetrics/GolubchickLM95|conf/icmcs/GolubchikLSG99|conf/icdcs/GolubchikT92|conf/mss/GolubchikMW95|conf/ride/GolubchikLM92
Lee A. Appelbaum,conf/sigir/FungCAT90
Lee A. Hollaar,journals/csur/RiloffH96|journals/tods/HaskinH83|journals/tods/Hollaar78|conf/vldb/HollaarR78|journals/computer/Hollaar79|conf/isca/Hollaar78
Lee D. Erman,journals/tc/LesserE80|journals/csur/ErmanHLR80|conf/aaai/BalzerELW80
Lee G. Cooper,conf/ssdbm/GiuffridaCC98
Lee Kock Hin,journals/sigops/WilkinsonACHMVWW81
Lee L. Gremillion,journals/cacm/CaleGM79|journals/cacm/Gremillion82
Lee Luecking,conf/mss/Luecking95
Lee Naish,conf/vldb/ThomRN86|journals/jlp/Naish84|journals/debu/RamamohanaraoSBPNTZD87|journals/ngc/Naish92|conf/slp/Naish85|conf/iclp/Naish86|conf/iclp/NaishTR87
Lee R. Gordon,journals/cacm/KonstanMMHGR97
Lee Schruben,journals/cacm/Schruben83
Lee Schumacher,conf/icde/ColbyCHJJMSW98
Lee W. Cooprider,journals/cacm/HabermannFC76
Lee-Feng Chien,conf/sigir/Chien95
Leen Torenvliet,conf/vldb/TorenvlietB83
Lei Sheng,conf/icde/ShengOO99|journals/tkde/LeeSBBOO99
Lei Zhou,journals/tkde/ZhouRS97|conf/dasfaa/ZhouRS95
Leigh Willard,conf/icdt/WillardY90
Leila De Floriani,conf/cosit/FlorianiMP93
Lein Harn,journals/tkde/HarnH94|conf/icde/HarnL89
Lejla Rovcanin,conf/adbis/RovcaninM99
Leland L. Beck,journals/tods/Beck80|conf/sigmod/Beck76
Lena Yesil,conf/icde/CorellaKWY84
Lenhart K. Schubert,journals/ai/Schubert76|journals/computer/SchubertPT83|conf/aaai/MillerS88
Lennart Augustsson,journals/jfp/HartelFAABBCFGGHHIJKLLLLRSTTTWWW96|journals/cj/AugustssonJ89|conf/pepm/Augustsson97|conf/lfp/Augustsson84
Lennart Beckman,journals/ai/BeckmanHOS76
Lennert Sloth,journals/cacm/GronbaekHMS94
Lenore D. Zuck,conf/lics/PnueliZ86
Lenwood S. Heath,journals/jasis/FoxHNBWHR93|journals/tois/FoxCDH91|journals/cacm/FoxHCD92|journals/cacm/HeathHNWALGBFDF95|conf/acm/FoxCHD89|conf/sigir/FoxCH92|conf/sigir/NowellFHHF96
Leo Bachmair,journals/logcom/BachmairG94|journals/iandc/BachmairGLS95|conf/lics/BachmairGW93|conf/cade/BachmairGLS92
Leo Blume,conf/sosp/JeffersonBWBLHLSTWWYB87
Leo J. Cole,journals/ibmsj/SundstromSSHDCA87
Leo Joskowicz,conf/fsttcs/HuynhJLL90
Leo Mark,journals/tkde/BaekgaardM97|journals/tkde/HarhalakisLMM94|journals/tkde/JensenM92|journals/tkde/JensenMR91|journals/tkde/TorpMJ98|journals/tkde/BaekgaardM95|journals/csur/LitwinMR90|journals/tods/BaekgaardM95|journals/vldb/JensenMRS93|conf/er/MarkR83|conf/er/EverestBFMT87|conf/er/Mark83|journals/debu/MarkR87|journals/sigmod/BurnsFJKMRRRT86|journals/computer/MarkR86|journals/tse/RoussopoulosMSF91|journals/dke/SellisRMF88|journals/is/Mark89|journals/is/Mark87|conf/ds/MarkRC85|conf/tfais/MarkR85
Leo Obrst,journals/sigmod/SmithO99
Leo R. Gotlieb,conf/sigmod/Gotlieb75
Leon A. Shklar,conf/sigmod/ShklarSKT95|conf/caise/ShklarSKS95
Leon D. Wald,journals/csur/ThurberW75
Leon E. Winslow,conf/vldb/WinslowL75|journals/siamcomp/DavisW82
Leon J. Mekly,journals/tse/MeklyY80
Leon J. Osterweil,journals/computer/Osterweil81|journals/csur/FosdickO76|journals/tosem/SuttonHO95|conf/sde/TaylorBCOSWWY88|conf/icse/Osterweil87
Leon Sterling,journals/jlp/SterlingB89|conf/meta/YalcinalpS88|conf/cade/SterlingB82|conf/ijcai/SterlingY89
Leon Vanryckeghem,conf/ijcai/MathonetCV87
Leonard Berman,journals/tcs/Berman80|conf/focs/Berman77
Leonard Brown,journals/sigmod/GruenwaldBDGSSV99
Leonard D. Baumert,journals/jacm/GolombB65
Leonard D. Shapiro,journals/tkde/GraefeLS94|journals/tkde/ManninoS90|journals/tods/Shapiro86|conf/sigmod/SellisS85|conf/sigmod/DeWittKOSSW84|journals/tse/VarvelS89|conf/eds/KungHISSS84|conf/oodbs/MaierGSDKV92
Leonard Friedman,conf/ijcai/Friedman85
Leonard J. Bass,conf/ssdbm/Bass81|journals/cacm/BassB81
Leonard J. Binns,conf/dbsec/Binns92|conf/dbsec/Binns92a
Leonard J. Seligman,journals/debu/SeligmanK92|conf/widm/MattoxSS99|conf/vldb/RosenthalS94|conf/krdb/SeligmanSMG98|conf/ride/SeligmanK93
Leonard M. Adleman,journals/cacm/RivestSA78
Leonard N. Foner,conf/agents/Foner97a
Leonard Pitt,journals/ml/AngluinFP92|conf/focs/AngluinFP90|conf/aii/Pitt89
Leonardo Benedetti,conf/pos/RabittiBD94
Leonardo Felician,journals/is/Felician90
Leonardo Ligresti,journals/mta/CarrerLAL97
Leonardo Meo-Evoli,conf/edbt/BasiliBM92|conf/dexa/FerriGMR91|conf/ssdbm/Meo-EvoliRS92
Leonardo Tininini,conf/pods/GrumbachT00|conf/pods/GrumbachRT99|conf/ssdbm/BezenchekRT96|journals/sigmod/RafanelliBT96
Leonhard Kampa,conf/ifip/MalyK80
Leonid A. Kalinichenko,conf/er/LeeLLK99|conf/adbis/KalinichenkoZ95|conf/adbis/KuroshevPKZ94|conf/adbis/Kalinichenko97|conf/adbis/BriukhovK98|conf/adbis/Kalinichenko96|conf/adbis/Kalinichenko94|conf/adbis/BergK96|conf/adbis/Kalinichenko99|conf/edbt/Kalinichenko90|conf/vldb/Kalinichenko78|journals/sigmod/Kalinichenko91|conf/ewdw/ChabanKZ94|conf/ride/Kalinichenko93
Leonid A. Levin,journals/siamcomp/Levin86
Leonid B. Sokolinsky,conf/adbis/Sokolinsky99
Leonid Khachiyan,journals/jal/FredmanK96
Leonid Libkin,journals/sigmod/Libkin99|journals/tkde/GriffinLT97|conf/sigmod/ColbyGLMT96|conf/sigmod/LibkinMW96|conf/sigmod/GriffinL95|conf/pods/Libkin95|conf/pods/LibkinW93|conf/pods/BenediktGL96|conf/pods/BenediktDLW96|conf/pods/BenediktL98|conf/pods/BenediktGLS00|conf/pods/LibkinW94|conf/pods/BenediktL97|conf/pods/BenediktL99|conf/mfdbs/DemetrovicsLM89|conf/mfdbs/Libkin91|conf/icdt/Libkin95|conf/icdt/DongLW97|conf/icdt/ColbyL97|conf/icdt/Libkin01|conf/dbpl/LibkinW97|conf/dbpl/Libkin95|conf/dbpl/LibkinW93|conf/dbpl/DongLW95|conf/dbpl/LibkinW97a|conf/dbpl/LibkinW93a|journals/ipl/LibkinW94|journals/ipl/LibkinW95|journals/tocl/Libkin00|journals/sigmod/BunemanLSTW94|journals/tcs/DongLW00|journals/jcss/LibkinW97|journals/jcss/LibkinW96|journals/jacm/BenediktL00|journals/jacm/BenediktDLW98|journals/siamcomp/BenediktL00|conf/dexa/GunterL94|conf/lics/BenediktL96|conf/lics/Libkin97|conf/lics/HellaLNW99
Leonidas Fegaras,conf/sigmod/FegarasM95|conf/sigmod/Fegaras98|conf/sigmod/FegarasSRM00|conf/dbpl/Fegaras93|conf/dbpl/FegarasM95|conf/dbpl/FegarasSS89|conf/dbpl/FegarasS91|conf/edbt/StempleFSS90|conf/fpca/SheardF93|conf/cade/FegarasSS92|conf/dood/FegarasMS93
Leonidas Georgiadis,conf/pdis/FergusonGND93
Leonidas J. Guibas,journals/bit/ChazelleGL85|journals/algorithmica/ChazelleG86|journals/jcss/GuibasS78|journals/iandc/LynchGFG86|journals/tog/GuibasS85|journals/siamcomp/EdelsbrunnerGS86|conf/soda/BaschGH97|conf/soda/AgarwalEG98|conf/focs/GuibasO77|conf/focs/AggarwalCGOY85|conf/focs/GuibasS78|conf/popl/GuibasW78|conf/compgeom/BaschGZ97|conf/spieSR/GuibasRT95|conf/stoc/GuibasMPR77
Leonidas Koveos,journals/debu/StavrosNMYL91
Leonie van der Voort,conf/cikm/VoortS93|conf/rules/VoortS93
Leonore Neugebauer,conf/sigmod/Neugebauer91|conf/ssd/Neugebauer89
Leopold Flatto,journals/jacm/CalderbankCF84|journals/jacm/CalderbankCF88
Leopoldo E. Bertossi,journals/sigmod/RoddickABDEGHLMMMW00|conf/er/MarecoB99|conf/pods/ArenasBC99|conf/icdt/ArenasBC01|conf/krdb/ArenasB98
Les Carr,conf/dl/HitchcockCHHH97|journals/cn/CarrHRHD96
Les Gasser,journals/ai/Gasser91|journals/tois/Gasser86|conf/aaai/IshidaYG90|conf/aaai/GasserI91
Les L. Miller,journals/ac/HursonMPES89|journals/ac/HursonMPC90
Les Miller,conf/sigmod/LeuchnerMS88
Leslie Cooper,conf/tdb/DaviesLHC95
Leslie G. Valiant,journals/tc/Valiant81|journals/tcs/Valiant79|journals/tcs/JerrumVV86|journals/tcs/Valiant80|journals/jcss/Valiant75|journals/jcss/ValiantP75|journals/jcss/AngluinV79|journals/jacm/SkyumV85|journals/cacm/Valiant84|journals/siamcomp/Valiant75|journals/siamcomp/Valiant79|journals/siamcomp/ValiantSBR83|conf/stoc/Valiant79a|conf/stoc/Valiant83|conf/ijcai/Valiant85
Leslie J. Dotterer,journals/tse/GligorCCDHJJLV87
Leslie J. Ng,journals/jsac/MalyanNLD93
Leslie L. Miller,journals/ac/LakshmivarahanDM84|journals/ipl/MillerGKL88
Leslie Lamport,journals/cn/Lamport78|journals/tocs/ChandyL85|journals/dc/Lamport86|journals/tc/Lamport79|journals/jacm/Lamport86a|journals/jacm/PeaseSL80|journals/jacm/Lamport83|journals/tse/Lamport77|journals/cacm/Lamport77|journals/cacm/Lamport78|journals/cacm/Lamport74|journals/cacm/DijkstraLMSS78|journals/toplas/OwickiL82|journals/toplas/Lamport84|journals/toplas/Lamport83|journals/toplas/LamportSP82|conf/podc/LamportM84
Lester I. McCann,conf/ride/PerrizoMRR91
Lester Yee,conf/er/YeeH97|journals/tse/HsuBRY91
Leszek A. Maciaszek,conf/er/GettaM95|conf/dasfaa/KorczakMS89|conf/future/MaciaszekDG92
Leszek Gasieniec,conf/cpm/DasFGGK97
Leszek Lilien,conf/icde/Lilien89|conf/icde/OrjiLH88|conf/icde/YuLGTBC86|conf/er/KozacynskiL87|conf/er/BhargavaL83|journals/tse/LilienB84|conf/srds/LilienC88
Leszek Pacholski,conf/focs/PacholskiS89
Letizia Tanca,journals/debu/CeriFPT92|journals/tkde/ParedaensPT95|journals/tkde/CeriGT89|journals/tods/CeriFPT95|journals/tods/FraternaliT95|journals/tods/CeriFPT94|conf/sigmod/CacaceCCFPT93|conf/sigmod/CacaceCCTZ90|conf/mfdbs/LambrichtsNPPT89|conf/mfdbs/CacaceCT91|conf/edbt/CeriCGLLTZ88|conf/vldb/CeriT87|journals/ipl/CeriGTW89|journals/cn/CeriCDFPT99|journals/tse/CacaceCTC92|conf/ewdw/AtzeniT90|conf/fmldo/FraternaliPT92|conf/fmldo/PeelmanPT91|conf/rules/ComaiT97|conf/adc/FraternaliMT94|conf/sebd/CeriCFPTD99|conf/daisd/CeriFPT92|conf/artdb/ComaiFPT95|conf/ride/ZicariCT91|conf/dood/ParedaensPT91
Lev A. Tenenbaum,conf/mfdbs/Tenenbaum89|journals/ins/GusevPT89|journals/ins/Tenenbaum89
Lev Novik,conf/lpar/GaasterlandGMN92
Levent V. Orman,journals/tkde/Orman98|journals/acta/Orman97|journals/dke/Orman91|journals/is/Orman84|journals/is/Orman96
Lewis Hassell,conf/dolap/BuzydlowskiSH98
Lewis T. Reinwald,conf/ssdbm/HollabaughR81|journals/jacm/ReinwaldS66
Lewis W. Tucker,journals/computer/TuckerR88|journals/pc/Tucker94
Lex Wedemeijer,journals/sigmod/RoddickABDEGHLMMMW00|conf/er/Wedemeijer99|conf/ride/Wedemeijer01|conf/caise/Wedemeijer99
Li Chen 0016,conf/sigmod/RundensteinerCLCZNJLW99|conf/sigmod/RundensteinerCCSO00|conf/ride/KramerSCCR01|conf/widm/ClaypoolRCK98
Li Fan,conf/sigcomm/FanCAB98
Li Gong,journals/tkde/GongQ95
Li Shen 0001,conf/dexa/ShenS98
Li Yang,journals/sigmod/Yang94
Li Yu,conf/icde/YuO91
Li Zhang 0001,conf/compgeom/BaschGZ97
Li-Min Fu,conf/ieaaie/Fu90
Li-Qun Ruan,journals/tois/ChuaR95
Li-Yan Yuan,journals/tkde/WangY94|journals/tkde/YuanY98|journals/tods/OzsoyogluY87a|journals/tods/OzsoyogluY87|conf/icde/OzsoyogluY87|conf/icde/WangY91|conf/sigmod/YuanC88|conf/pods/YuanO87|conf/pods/YuanO86|conf/pods/YouY90|conf/pods/YuanC89|conf/pods/OzsoyogluY85|conf/icdt/WillardY90|journals/jlp/YouY95|journals/jcss/YouY94|journals/jcss/YuanO92|journals/jar/YuanY93|journals/jar/Yuan94|conf/nf2/OzsoyogluY87|conf/iclp/HuY91|conf/lpnmr/YuanY95|conf/nmelp/YouY94
LiMin Fu,conf/ijcai/FuB85
Lia Goldstein Golendziner,conf/dasfaa/GolendzinerSW97|conf/comad/GolendzinerS95
Liam Relihan,conf/sigmod/WangSCRZP97
Lian Li,journals/mms/LiKG94a|journals/mms/LiKG94
Liane Acker,conf/ijcai/HolteAP89
Liang Chen,conf/dasfaa/HuangC97
Liang-Ping Ku,conf/ijcai/LiuKH97
Liba Svobodova,journals/csur/Svobodova84|conf/sosp/Svobodova81
Libero Nigro,journals/cl/SantoNR90
Lichao Tan,conf/dood/TanK89
Licia Sbattella,journals/tkde/BertinoNPS92|journals/tods/NegriPS91|conf/icde/TopaloglouIS92|conf/dasfaa/IllarramendiS91|journals/is/BertinoNPS89|journals/cj/NegriPS89|conf/daisd/IllarramendiS90|conf/oodbs/BertinoGNPS88
Liehuey Lee,journals/tkde/OmiecinskiLS94|conf/icde/OmiecinskiLS92
Lijing Lin,journals/vldb/AgrawalAJL95
Lijuan Li,conf/icde/LiC99
Lil Mohan,journals/tkde/MohanK93|journals/tse/MohanK88
Lilian Harada,conf/icde/KitsuregawaHT89|conf/icde/KitsuregawaNHT87|conf/dasfaa/HaradaK95|conf/vldb/HaradaNKT90|conf/dpds/KitsuregawaNHT90
Lillian Lee,conf/acl/PereiraTL93
Lily B. Mummert,conf/sosp/MummertES95|conf/podc/MummertWS94
Lily Hendra,conf/icde/BouguettayaBOH99|conf/sigmod/BouguettayaBH99
Liming Ren,journals/tois/LeeR96
Limsoon Wong,conf/sigmod/LibkinMW96|conf/sigmod/ChenWZ98|conf/pods/LibkinW93|conf/pods/BenediktDLW96|conf/pods/LibkinW94|conf/pods/Wong93|conf/dasfaa/NguW93|conf/dasfaa/NguYW93|conf/icdt/SuciuW95|conf/icdt/TannenBW92|conf/icdt/DongLW97|conf/dbpl/LibkinW97|conf/dbpl/LibkinW93|conf/dbpl/DongLW95|conf/dbpl/LibkinW97a|conf/dbpl/LibkinW93a|conf/vldb/BunemanDHOW95|journals/ipl/LibkinW94|journals/ipl/LibkinW95|journals/jodl/DavidsonOTW97|journals/sigmod/BunemanLSTW94|journals/sigmod/Wong95|journals/tcs/DongLW00|journals/tcs/BunemanNTW95|journals/jcss/LibkinW97|journals/jcss/LibkinW96|journals/jcss/Wong96|journals/jacm/BenediktDLW98|journals/jfp/Wong00|conf/lics/HellaLNW99|conf/dood/Wong89|conf/dood/NguWW91
Lin Chiu,conf/icde/ChiuL87
Lin S. Woo,journals/ibmrd/ChandyHW75
Lin Yang,conf/dasfaa/YangE91
Lin Yu,journals/tkde/YuR93|conf/pods/YuR88|conf/pods/YuR90
Lina Al-Jadir,journals/sigmod/RoddickABDEGHLMMMW00|conf/er/Al-JadirL99|conf/er/Al-JadirL98|conf/dasfaa/Al-JadirEFL95|conf/dexa/Al-JadirFL93
Lina Khatib,conf/ijcai/MorrisSK93
Linas Bukauskas,conf/sigmod/BohlenBD99
Lincoln A. Wallen,journals/jlp/SannellaW92
Lincoln Stein,conf/vldb/GoodmanRS94|conf/pos/RozenSG94|conf/deductive/GoodmanRS93|conf/usenix/SteinMDRDRG94
Linda A. Hutchins,conf/sosp/KahnCDDHHMP81
Linda A. Ness,conf/sigmod/JinRNS93|conf/vldb/AnsariNRS92|journals/tc/CameronCGKKNNS91|conf/chdl/ClarkeGHJLMN93
Linda Berger,conf/er/TjoaB93
Linda Campbell,conf/adc/CampbellH94
Linda DeMichel,conf/vldb/FuhDCMTLDRM99
Linda G. DeMichiel,journals/tkde/DeMichiel89|conf/icde/DeMichielCLAA93|conf/icde/DeMichiel89|conf/edbt/AgrawalD94|journals/sigplan/BobrowMGKKM88|journals/ibmsj/ChengMCD94|conf/oopsla/AgrawalDL91|conf/ecoop/DeMichielG87
Linda G. Shapiro,journals/tc/VaidyaSHM82
Linda M. Wills,journals/ai/Wills90|journals/software/RichW90
Linda Ness,conf/sigmod/JagadishAN87
Linda Pagli,journals/is/Pagli79
Linda Sirounian,journals/tkde/SirounianG95
Linda Tauscher,conf/chi/TauscherG97
Linda Torczon,journals/toplas/CooperKT86
Linda Winger,journals/tods/IoannidisRW93
Linda Wong,conf/vldb/WongLORW85|journals/algorithmica/WongLORW86
Lindsay F. Marshall,journals/spe/BrownbridgeMR82
Lindsey L. Spratt,journals/sigops/Spratt85
Ling Bian,conf/gis/SheikholeslamiZB97
Ling Feng,conf/dolap/ChanLF99|conf/dasfaa/XiaFL99|conf/edbt/FengLTS98
Ling Lin 0001,conf/vldb/LinR98|conf/cikm/LinRSB96|conf/cikm/LinR97
Ling Liu,journals/tods/LiuM96|conf/icde/Liu92|conf/vldb/LiuM92|journals/tse/HanL91|journals/dke/Liu93|conf/slp/HanL89|conf/deductive/HanLX93|conf/coopis/YanOL97
